code;nom;categorie;type_unite;prix_achat;prix_comprime;prix_plaquette;prix_flacon;comprimes_par_plaquette;quantite_stock;stock_a_ajouter;seuil_alerte;date_expiration;description
MED-0337;Albendazole 500mg (ref 337);Antiseptiques;comprime_plaquette;2340;3153;60220;0;20;97;0;15;2028-11-13;Vente par comprimé ou plaquette — import catalogue
MED-0338;Zinc 5mg (ref 338);Sirops;comprime_plaquette;1276;1724;34480;0;20;669;0;13;2028-06-08;Vente par comprimé ou plaquette — import catalogue
MED-0339;Amlodipine 400mg (ref 339);Gastro;comprime_plaquette;1731;2365;28380;0;12;716;0;23;2029-01-09;Vente par comprimé ou plaquette — import catalogue
MED-0340;Acide folique 500mg (ref 340);Ophtalmologie;comprime_plaquette;1418;2633;73135;0;30;294;0;9;2028-03-28;Vente par comprimé ou plaquette — import catalogue
MED-0341;Fluconazole 100mg (ref 341);Pédiatrie;comprime_plaquette;923;1695;37442;0;24;335;0;19;2028-03-07;Vente par comprimé ou plaquette — import catalogue
MED-0342;Zinc 875mg (ref 342);Gynécologie;comprime_plaquette;305;642;5136;0;8;590;0;22;2028-08-10;Vente par comprimé ou plaquette — import catalogue
MED-0343;Suspension amoxicilline 200ml #343;Antibiotiques;flacon;1223;0;0;1715;0;16;0;16;2028-09-22;Vente par flacon — import catalogue
MED-0344;Ibuprofène 5mg (ref 344);Cardiologie;comprime_plaquette;1813;3313;66260;0;20;318;0;18;2028-04-05;Vente par comprimé ou plaquette — import catalogue
MED-0345;Zinc 500mg (ref 345);Antibiotiques;comprime_plaquette;1725;2391;57384;0;24;605;0;21;2027-08-25;Vente par comprimé ou plaquette — import catalogue
MED-0346;Cotrimoxazole 50mg (ref 346);Antalgiques;comprime_plaquette;354;668;6223;0;10;191;0;18;2027-12-12;Vente par comprimé ou plaquette — import catalogue
MED-0347;Oméprazole 875mg (ref 347);Vitamines;comprime_plaquette;1563;3305;46586;0;15;660;0;20;2028-11-02;Vente par comprimé ou plaquette — import catalogue
MED-0348;Diclofénac 400mg (ref 348);Antipaludéens;comprime_plaquette;263;538;7679;0;15;655;0;17;2028-02-05;Vente par comprimé ou plaquette — import catalogue
MED-0349;Metformine 1000mg (ref 349);Dermatologie;comprime_plaquette;2397;3440;51600;0;15;628;0;9;2028-01-06;Vente par comprimé ou plaquette — import catalogue
MED-0350;Sirop toux 120ml #350;Sirops;flacon;3270;0;0;7195;0;30;0;20;2028-01-20;Vente par flacon — import catalogue
MED-0351;Azithromycine 50mg (ref 351);Antidiabétiques;comprime_plaquette;866;1293;15516;0;12;609;0;30;2027-11-08;Vente par comprimé ou plaquette — import catalogue
MED-0352;Vitamine B 50mg (ref 352);Antiseptiques;comprime_plaquette;2361;3444;41328;0;12;597;0;11;2028-10-31;Vente par comprimé ou plaquette — import catalogue
MED-0353;Céfixime 100mg (ref 353);Sirops;comprime_plaquette;1995;3244;77856;0;24;492;0;27;2027-10-05;Vente par comprimé ou plaquette — import catalogue
MED-0354;Metformine 875mg (ref 354);Gastro;comprime_plaquette;1382;2937;88110;0;30;438;0;26;2028-07-28;Vente par comprimé ou plaquette — import catalogue
MED-0355;Ciprofloxacine 875mg (ref 355);Ophtalmologie;comprime_plaquette;734;1134;11340;0;10;406;0;7;2028-06-06;Vente par comprimé ou plaquette — import catalogue
MED-0356;Diclofénac 200mg (ref 356);Pédiatrie;comprime_plaquette;1062;1741;34820;0;20;728;0;18;2028-09-11;Vente par comprimé ou plaquette — import catalogue
MED-0357;Sirop antipaludéen 60ml #357;Antipaludéens;flacon;4038;0;0;4445;0;73;0;24;2028-12-17;Vente par flacon — import catalogue
MED-0358;Ibuprofène 500mg (ref 358);Antihistaminiques;comprime_plaquette;722;1116;33480;0;30;682;0;24;2027-04-19;Vente par comprimé ou plaquette — import catalogue
MED-0359;Tramadol 50mg (ref 359);Cardiologie;comprime_plaquette;1078;1458;43740;0;30;30;0;8;2027-11-24;Vente par comprimé ou plaquette — import catalogue
MED-0360;Chloroquine 10mg (ref 360);Antibiotiques;comprime_plaquette;1373;2224;53376;0;24;246;0;19;2028-03-22;Vente par comprimé ou plaquette — import catalogue
MED-0361;Acide folique 200mg (ref 361);Antalgiques;comprime_plaquette;1806;2883;86490;0;30;373;0;5;2028-07-11;Vente par comprimé ou plaquette — import catalogue
MED-0362;Metronidazole 875mg (ref 362);Vitamines;comprime_plaquette;218;451;6765;0;15;165;0;16;2028-01-18;Vente par comprimé ou plaquette — import catalogue
MED-0363;Vitamine B 200mg (ref 363);Antipaludéens;comprime_plaquette;574;947;28410;0;30;119;0;19;2029-02-15;Vente par comprimé ou plaquette — import catalogue
MED-0364;Sirop vitamine 200ml #364;Vitamines;flacon;2106;0;0;2050;0;43;0;6;2027-06-30;Vente par flacon — import catalogue
MED-0365;Paracétamol 1000mg (ref 365);Antihypertenseurs;comprime_plaquette;357;547;13111;0;24;269;0;21;2027-08-30;Vente par comprimé ou plaquette — import catalogue
MED-0366;Céfixime 100mg (ref 366);Antidiabétiques;comprime_plaquette;1382;2393;28716;0;12;434;0;25;2027-09-09;Vente par comprimé ou plaquette — import catalogue
MED-0367;Azithromycine 50mg (ref 367);Antiseptiques;comprime_plaquette;146;219;3285;0;15;480;0;23;2028-05-17;Vente par comprimé ou plaquette — import catalogue
MED-0368;Acide folique 250mg (ref 368);Sirops;comprime_plaquette;500;979;23496;0;24;84;0;23;2027-06-17;Vente par comprimé ou plaquette — import catalogue
MED-0369;Céfixime 100mg (ref 369);Gastro;comprime_plaquette;730;1435;16766;0;12;521;0;21;2028-12-18;Vente par comprimé ou plaquette — import catalogue
MED-0370;Vitamine B 5mg (ref 370);Ophtalmologie;comprime_plaquette;1477;2603;37020;0;15;488;0;24;2027-08-28;Vente par comprimé ou plaquette — import catalogue
MED-0371;Sirop paracétamol 120ml #371;Sirops;flacon;3316;0;0;6334;0;15;0;26;2027-07-20;Vente par flacon — import catalogue
MED-0372;Vitamine B 500mg (ref 372);Gynécologie;comprime_plaquette;654;1350;13500;0;10;164;0;21;2028-04-05;Vente par comprimé ou plaquette — import catalogue
MED-0373;Oméprazole 5mg (ref 373);Antihistaminiques;comprime_plaquette;1386;2454;23824;0;10;730;0;25;2027-08-29;Vente par comprimé ou plaquette — import catalogue
MED-0374;Céfixime 100mg (ref 374);Cardiologie;comprime_plaquette;631;1283;19245;0;15;481;0;24;2027-04-28;Vente par comprimé ou plaquette — import catalogue
MED-0375;Fer 250mg (ref 375);Antibiotiques;comprime_plaquette;335;659;9885;0;15;595;0;21;2029-01-01;Vente par comprimé ou plaquette — import catalogue
MED-0376;Amlodipine 50mg (ref 376);Antalgiques;comprime_plaquette;1214;2114;50736;0;24;520;0;10;2027-05-28;Vente par comprimé ou plaquette — import catalogue
MED-0377;Tramadol 250mg (ref 377);Vitamines;comprime_plaquette;1660;3217;90525;0;30;315;0;10;2028-06-15;Vente par comprimé ou plaquette — import catalogue
MED-0378;Lotion cutanée 15ml #378;Dermatologie;flacon;3841;0;0;7828;0;68;0;22;2028-08-09;Vente par flacon — import catalogue
MED-0379;Metronidazole 5mg (ref 379);Dermatologie;comprime_plaquette;816;1197;9576;0;8;395;0;22;2027-04-16;Vente par comprimé ou plaquette — import catalogue
MED-0380;Zinc 200mg (ref 380);Antihypertenseurs;comprime_plaquette;743;995;19629;0;20;789;0;12;2028-01-03;Vente par comprimé ou plaquette — import catalogue
MED-0381;Amoxicilline 200mg (ref 381);Antidiabétiques;comprime_plaquette;1082;1527;18126;0;12;140;0;29;2027-11-02;Vente par comprimé ou plaquette — import catalogue
MED-0382;Doxycycline 5mg (ref 382);Antiseptiques;comprime_plaquette;1087;1536;36864;0;24;458;0;10;2028-11-24;Vente par comprimé ou plaquette — import catalogue
MED-0383;Ciprofloxacine 400mg (ref 383);Sirops;comprime_plaquette;654;947;28410;0;30;565;0;13;2028-11-05;Vente par comprimé ou plaquette — import catalogue
MED-0384;Céfixime 100mg (ref 384);Gastro;comprime_plaquette;1604;2983;35796;0;12;546;0;26;2027-06-10;Vente par comprimé ou plaquette — import catalogue
MED-0385;Collyre 100ml #385;Ophtalmologie;flacon;3872;0;0;7936;0;57;0;6;2027-12-13;Vente par flacon — import catalogue
MED-0386;Prednisolone 100mg (ref 386);Pédiatrie;comprime_plaquette;337;643;15432;0;24;273;0;29;2029-01-25;Vente par comprimé ou plaquette — import catalogue
MED-0387;Acide folique 200mg (ref 387);Gynécologie;comprime_plaquette;1576;2465;24650;0;10;404;0;19;2027-05-21;Vente par comprimé ou plaquette — import catalogue
MED-0388;Prednisolone 500mg (ref 388);Antihistaminiques;comprime_plaquette;1492;2211;33165;0;15;397;0;19;2028-07-16;Vente par comprimé ou plaquette — import catalogue
MED-0389;Vitamine B 5mg (ref 389);Cardiologie;comprime_plaquette;2302;3270;26101;0;8;670;0;26;2029-02-16;Vente par comprimé ou plaquette — import catalogue
MED-0390;Fer 500mg (ref 390);Antibiotiques;comprime_plaquette;1303;2289;68670;0;30;236;0;20;2027-12-04;Vente par comprimé ou plaquette — import catalogue
MED-0391;Vitamine B 875mg (ref 391);Antalgiques;comprime_plaquette;1459;2341;28092;0;12;516;0;30;2028-02-19;Vente par comprimé ou plaquette — import catalogue
MED-0392;Solution buvable 60ml #392;Pédiatrie;flacon;988;0;0;2315;0;63;0;5;2027-07-10;Vente par flacon — import catalogue
MED-0393;Azithromycine 200mg (ref 393);Antipaludéens;comprime_plaquette;76;102;1530;0;15;725;0;9;2028-12-29;Vente par comprimé ou plaquette — import catalogue
MED-0394;Vitamine C 100mg (ref 394);Dermatologie;comprime_plaquette;584;1222;36660;0;30;104;0;16;2029-01-13;Vente par comprimé ou plaquette — import catalogue
MED-0395;Prednisolone 100mg (ref 395);Antihypertenseurs;comprime_plaquette;1098;1723;13784;0;8;793;0;12;2028-05-17;Vente par comprimé ou plaquette — import catalogue
MED-0396;Prednisolone 500mg (ref 396);Antidiabétiques;comprime_plaquette;220;489;11736;0;24;155;0;23;2027-10-22;Vente par comprimé ou plaquette — import catalogue
MED-0397;Losartan 200mg (ref 397);Antiseptiques;comprime_plaquette;87;133;1064;0;8;452;0;27;2027-07-18;Vente par comprimé ou plaquette — import catalogue
MED-0398;Amlodipine 500mg (ref 398);Sirops;comprime_plaquette;795;1669;16690;0;10;125;0;15;2028-03-15;Vente par comprimé ou plaquette — import catalogue
MED-0399;Solution antiseptique 120ml #399;Antiseptiques;flacon;1361;0;0;4635;0;22;0;25;2029-01-26;Vente par flacon — import catalogue
MED-0400;Ciprofloxacine 500mg (ref 400);Ophtalmologie;comprime_plaquette;1089;2407;48140;0;20;470;0;16;2027-10-09;Vente par comprimé ou plaquette — import catalogue
MED-0401;Prednisolone 100mg (ref 401);Pédiatrie;comprime_plaquette;1720;2623;39345;0;15;108;0;8;2027-07-26;Vente par comprimé ou plaquette — import catalogue
MED-0402;Zinc 500mg (ref 402);Gynécologie;comprime_plaquette;1746;3090;61800;0;20;342;0;30;2027-07-26;Vente par comprimé ou plaquette — import catalogue
MED-0403;Chloroquine 875mg (ref 403);Antihistaminiques;comprime_plaquette;233;445;10680;0;24;758;0;24;2027-12-21;Vente par comprimé ou plaquette — import catalogue
MED-0404;Zinc 250mg (ref 404);Cardiologie;comprime_plaquette;1992;2796;81242;0;30;213;0;28;2028-04-09;Vente par comprimé ou plaquette — import catalogue
MED-0405;Vitamine C 250mg (ref 405);Antibiotiques;comprime_plaquette;2467;3351;100530;0;30;135;0;12;2028-07-28;Vente par comprimé ou plaquette — import catalogue
MED-0406;Gouttes auriculaires 15ml #406;Antiseptiques;flacon;1090;0;0;5827;0;6;0;16;2028-01-23;Vente par flacon — import catalogue
MED-0407;Ciprofloxacine 50mg (ref 407);Vitamines;comprime_plaquette;1399;2428;72840;0;30;196;0;29;2028-06-29;Vente par comprimé ou plaquette — import catalogue
MED-0408;Zinc 500mg (ref 408);Antipaludéens;comprime_plaquette;1178;2505;18500;0;8;81;0;30;2028-04-15;Vente par comprimé ou plaquette — import catalogue
MED-0409;Losartan 875mg (ref 409);Dermatologie;comprime_plaquette;1811;3018;72432;0;24;738;0;17;2027-05-28;Vente par comprimé ou plaquette — import catalogue
MED-0410;Prednisolone 10mg (ref 410);Antihypertenseurs;comprime_plaquette;1300;2623;48594;0;20;228;0;30;2027-08-11;Vente par comprimé ou plaquette — import catalogue
MED-0411;Céfixime 1000mg (ref 411);Antidiabétiques;comprime_plaquette;1602;2502;37530;0;15;717;0;25;2027-05-11;Vente par comprimé ou plaquette — import catalogue
MED-0412;Vitamine C 50mg (ref 412);Antiseptiques;comprime_plaquette;503;1077;24678;0;24;484;0;24;2028-11-17;Vente par comprimé ou plaquette — import catalogue
MED-0413;Suspension amoxicilline 60ml #413;Antibiotiques;flacon;2066;0;0;6956;0;27;0;8;2027-03-17;Vente par flacon — import catalogue
MED-0414;Fluconazole 100mg (ref 414);Gastro;comprime_plaquette;72;146;3504;0;24;555;0;21;2027-11-25;Vente par comprimé ou plaquette — import catalogue
MED-0415;Azithromycine 1000mg (ref 415);Ophtalmologie;comprime_plaquette;2170;3171;31421;0;10;50;0;15;2028-05-17;Vente par comprimé ou plaquette — import catalogue
MED-0416;Artéméther 10mg (ref 416);Pédiatrie;comprime_plaquette;781;1177;9416;0;8;98;0;20;2028-06-13;Vente par comprimé ou plaquette — import catalogue
MED-0417;Losartan 1000mg (ref 417);Gynécologie;comprime_plaquette;1518;2146;16010;0;8;125;0;23;2029-01-23;Vente par comprimé ou plaquette — import catalogue
MED-0418;Albendazole 500mg (ref 418);Antihistaminiques;comprime_plaquette;1888;3134;30996;0;10;270;0;6;2028-06-30;Vente par comprimé ou plaquette — import catalogue
MED-0419;Fer 50mg (ref 419);Cardiologie;comprime_plaquette;607;833;8330;0;10;586;0;30;2029-01-04;Vente par comprimé ou plaquette — import catalogue
MED-0420;Sirop toux 200ml #420;Sirops;flacon;1719;0;0;4136;0;36;0;18;2028-01-26;Vente par flacon — import catalogue
MED-0421;Artéméther 500mg (ref 421);Antalgiques;comprime_plaquette;790;1627;32540;0;20;73;0;10;2027-10-19;Vente par comprimé ou plaquette — import catalogue
MED-0422;Losartan 250mg (ref 422);Vitamines;comprime_plaquette;272;382;5730;0;15;338;0;15;2027-06-01;Vente par comprimé ou plaquette — import catalogue
MED-0423;Céfixime 200mg (ref 423);Antipaludéens;comprime_plaquette;821;1611;12888;0;8;331;0;28;2028-12-01;Vente par comprimé ou plaquette — import catalogue
MED-0424;Chloroquine 200mg (ref 424);Dermatologie;comprime_plaquette;1870;2523;30276;0;12;220;0;28;2028-09-14;Vente par comprimé ou plaquette — import catalogue
MED-0425;Zinc 400mg (ref 425);Antihypertenseurs;comprime_plaquette;91;126;1213;0;10;671;0;27;2027-03-14;Vente par comprimé ou plaquette — import catalogue
MED-0426;Vitamine B 250mg (ref 426);Antidiabétiques;comprime_plaquette;1571;2792;83760;0;30;334;0;8;2027-10-01;Vente par comprimé ou plaquette — import catalogue
MED-0427;Sirop antipaludéen 15ml #427;Antipaludéens;flacon;1775;0;0;4939;0;67;0;6;2027-07-28;Vente par flacon — import catalogue
MED-0428;Fluconazole 875mg (ref 428);Sirops;comprime_plaquette;202;279;2232;0;8;552;0;18;2029-02-19;Vente par comprimé ou plaquette — import catalogue
MED-0429;Fer 200mg (ref 429);Gastro;comprime_plaquette;279;447;10728;0;24;672;0;17;2027-05-20;Vente par comprimé ou plaquette — import catalogue
MED-0430;Tramadol 5mg (ref 430);Ophtalmologie;comprime_plaquette;1220;1881;14195;0;8;342;0;30;2028-04-10;Vente par comprimé ou plaquette — import catalogue
MED-0431;Fluconazole 1000mg (ref 431);Pédiatrie;comprime_plaquette;1038;1954;21952;0;12;618;0;8;2027-08-11;Vente par comprimé ou plaquette — import catalogue
MED-0432;Metronidazole 100mg (ref 432);Gynécologie;comprime_plaquette;1092;2008;28573;0;15;232;0;19;2028-01-14;Vente par comprimé ou plaquette — import catalogue
MED-0433;Metformine 875mg (ref 433);Antihistaminiques;comprime_plaquette;281;591;17730;0;30;331;0;27;2029-02-15;Vente par comprimé ou plaquette — import catalogue
MED-0434;Sirop vitamine 15ml #434;Vitamines;flacon;965;0;0;3261;0;46;0;9;2027-06-06;Vente par flacon — import catalogue
MED-0435;Fluconazole 400mg (ref 435);Antibiotiques;comprime_plaquette;1040;1723;20676;0;12;286;0;10;2027-04-05;Vente par comprimé ou plaquette — import catalogue
MED-0436;Acide folique 200mg (ref 436);Antalgiques;comprime_plaquette;1945;3164;58733;0;20;163;0;8;2027-03-17;Vente par comprimé ou plaquette — import catalogue
MED-0437;Amoxicilline 400mg (ref 437);Vitamines;comprime_plaquette;635;911;9110;0;10;665;0;25;2027-05-30;Vente par comprimé ou plaquette — import catalogue
MED-0438;Tramadol 5mg (ref 438);Antipaludéens;comprime_plaquette;1620;3429;41148;0;12;222;0;25;2028-06-01;Vente par comprimé ou plaquette — import catalogue
MED-0439;Ciprofloxacine 500mg (ref 439);Dermatologie;comprime_plaquette;2422;3497;104425;0;30;71;0;10;2028-10-12;Vente par comprimé ou plaquette — import catalogue
MED-0440;Oméprazole 50mg (ref 440);Antihypertenseurs;comprime_plaquette;124;220;3300;0;15;382;0;11;2027-09-12;Vente par comprimé ou plaquette — import catalogue
MED-0441;Sirop paracétamol 120ml #441;Sirops;flacon;1946;0;0;5153;0;24;0;6;2028-11-22;Vente par flacon — import catalogue
MED-0442;Diclofénac 5mg (ref 442);Antiseptiques;comprime_plaquette;1481;2751;27510;0;10;583;0;20;2027-05-06;Vente par comprimé ou plaquette — import catalogue
MED-0443;Ibuprofène 875mg (ref 443);Sirops;comprime_plaquette;381;662;9930;0;15;558;0;12;2028-12-09;Vente par comprimé ou plaquette — import catalogue
MED-0444;Céfixime 250mg (ref 444);Gastro;comprime_plaquette;2192;3302;49530;0;15;516;0;16;2028-10-04;Vente par comprimé ou plaquette — import catalogue
MED-0445;Losartan 1000mg (ref 445);Ophtalmologie;comprime_plaquette;608;1207;18105;0;15;244;0;5;2027-12-17;Vente par comprimé ou plaquette — import catalogue
MED-0446;Amoxicilline 200mg (ref 446);Pédiatrie;comprime_plaquette;1063;1564;31280;0;20;183;0;8;2027-11-13;Vente par comprimé ou plaquette — import catalogue
MED-0447;Cotrimoxazole 400mg (ref 447);Gynécologie;comprime_plaquette;1587;2285;27420;0;12;77;0;29;2027-10-15;Vente par comprimé ou plaquette — import catalogue
MED-0448;Lotion cutanée 15ml #448;Dermatologie;flacon;4267;0;0;8032;0;54;0;16;2027-08-29;Vente par flacon — import catalogue
MED-0449;Azithromycine 400mg (ref 449);Cardiologie;comprime_plaquette;969;1402;28040;0;20;625;0;5;2029-02-22;Vente par comprimé ou plaquette — import catalogue
MED-0450;Fluconazole 1000mg (ref 450);Antibiotiques;comprime_plaquette;1186;2408;48160;0;20;524;0;22;2028-01-15;Vente par comprimé ou plaquette — import catalogue
MED-0451;Azithromycine 200mg (ref 451);Antalgiques;comprime_plaquette;218;469;3752;0;8;40;0;21;2028-07-06;Vente par comprimé ou plaquette — import catalogue
MED-0452;Paracétamol 1000mg (ref 452);Vitamines;comprime_plaquette;640;925;18500;0;20;201;0;30;2028-01-30;Vente par comprimé ou plaquette — import catalogue
MED-0453;Amoxicilline 250mg (ref 453);Antipaludéens;comprime_plaquette;1654;2502;23240;0;10;558;0;16;2027-05-18;Vente par comprimé ou plaquette — import catalogue
MED-0454;Fer 50mg (ref 454);Dermatologie;comprime_plaquette;282;513;10260;0;20;181;0;28;2028-05-25;Vente par comprimé ou plaquette — import catalogue
MED-0455;Collyre 200ml #455;Ophtalmologie;flacon;3459;0;0;4099;0;27;0;27;2028-09-30;Vente par flacon — import catalogue
MED-0456;Fluconazole 5mg (ref 456);Antidiabétiques;comprime_plaquette;806;1561;46830;0;30;199;0;17;2028-01-13;Vente par comprimé ou plaquette — import catalogue
MED-0457;Albendazole 875mg (ref 457);Antiseptiques;comprime_plaquette;552;827;8270;0;10;606;0;17;2028-10-06;Vente par comprimé ou plaquette — import catalogue
MED-0458;Amoxicilline 100mg (ref 458);Sirops;comprime_plaquette;1019;1403;28060;0;20;246;0;25;2028-10-04;Vente par comprimé ou plaquette — import catalogue
MED-0459;Metronidazole 200mg (ref 459);Gastro;comprime_plaquette;980;1456;14539;0;10;191;0;25;2027-06-03;Vente par comprimé ou plaquette — import catalogue
MED-0460;Fluconazole 1000mg (ref 460);Ophtalmologie;comprime_plaquette;77;146;2026;0;15;282;0;30;2027-06-23;Vente par comprimé ou plaquette — import catalogue
MED-0461;Albendazole 250mg (ref 461);Pédiatrie;comprime_plaquette;976;1680;13440;0;8;190;0;18;2028-07-21;Vente par comprimé ou plaquette — import catalogue
MED-0462;Solution buvable 200ml #462;Pédiatrie;flacon;2238;0;0;5973;0;53;0;8;2028-07-07;Vente par flacon — import catalogue
MED-0463;Tramadol 400mg (ref 463);Antihistaminiques;comprime_plaquette;919;1948;19480;0;10;321;0;5;2028-01-25;Vente par comprimé ou plaquette — import catalogue
MED-0464;Artéméther 500mg (ref 464);Cardiologie;comprime_plaquette;751;1500;12000;0;8;769;0;7;2028-09-15;Vente par comprimé ou plaquette — import catalogue
MED-0465;Ibuprofène 1000mg (ref 465);Antibiotiques;comprime_plaquette;1876;2613;52260;0;20;461;0;25;2027-08-20;Vente par comprimé ou plaquette — import catalogue
MED-0466;Diclofénac 50mg (ref 466);Antalgiques;comprime_plaquette;153;319;2983;0;10;733;0;22;2028-09-08;Vente par comprimé ou plaquette — import catalogue
MED-0467;Artéméther 875mg (ref 467);Vitamines;comprime_plaquette;513;1072;12864;0;12;582;0;20;2027-08-09;Vente par comprimé ou plaquette — import catalogue
MED-0468;Amoxicilline 1000mg (ref 468);Antipaludéens;comprime_plaquette;881;1851;14808;0;8;660;0;24;2028-07-08;Vente par comprimé ou plaquette — import catalogue
MED-0469;Solution antiseptique 100ml #469;Antiseptiques;flacon;1197;0;0;1710;0;31;0;10;2028-12-17;Vente par flacon — import catalogue
MED-0470;Vitamine C 500mg (ref 470);Antihypertenseurs;comprime_plaquette;310;573;8595;0;15;520;0;26;2027-12-01;Vente par comprimé ou plaquette — import catalogue
MED-0471;Ibuprofène 10mg (ref 471);Antidiabétiques;comprime_plaquette;481;857;12855;0;15;211;0;19;2027-04-19;Vente par comprimé ou plaquette — import catalogue
MED-0472;Artéméther 200mg (ref 472);Antiseptiques;comprime_plaquette;610;1178;16343;0;15;790;0;27;2029-01-16;Vente par comprimé ou plaquette — import catalogue
MED-0473;Metronidazole 500mg (ref 473);Sirops;comprime_plaquette;1044;1508;36192;0;24;794;0;23;2027-10-23;Vente par comprimé ou plaquette — import catalogue
MED-0474;Céfixime 250mg (ref 474);Gastro;comprime_plaquette;1171;1685;50550;0;30;568;0;26;2028-07-03;Vente par comprimé ou plaquette — import catalogue
MED-0475;Tramadol 400mg (ref 475);Ophtalmologie;comprime_plaquette;627;1324;19860;0;15;751;0;6;2028-07-31;Vente par comprimé ou plaquette — import catalogue
MED-0476;Gouttes auriculaires 15ml #476;Antiseptiques;flacon;4488;0;0;5733;0;78;0;26;2028-11-29;Vente par flacon — import catalogue
MED-0477;Ciprofloxacine 500mg (ref 477);Gynécologie;comprime_plaquette;973;1939;58170;0;30;236;0;30;2027-09-18;Vente par comprimé ou plaquette — import catalogue
MED-0478;Ciprofloxacine 250mg (ref 478);Antihistaminiques;comprime_plaquette;313;420;6300;0;15;662;0;9;2028-11-03;Vente par comprimé ou plaquette — import catalogue
MED-0479;Artéméther 1000mg (ref 479);Cardiologie;comprime_plaquette;1601;3406;81744;0;24;426;0;22;2028-02-01;Vente par comprimé ou plaquette — import catalogue
MED-0480;Artéméther 10mg (ref 480);Antibiotiques;comprime_plaquette;102;150;2250;0;15;555;0;30;2028-05-07;Vente par comprimé ou plaquette — import catalogue
MED-0481;Metronidazole 50mg (ref 481);Antalgiques;comprime_plaquette;438;707;7070;0;10;122;0;8;2028-10-01;Vente par comprimé ou plaquette — import catalogue
MED-0482;Zinc 500mg (ref 482);Vitamines;comprime_plaquette;902;1271;38130;0;30;440;0;13;2028-03-31;Vente par comprimé ou plaquette — import catalogue
MED-0483;Suspension amoxicilline 200ml #483;Antibiotiques;flacon;3143;0;0;6488;0;65;0;6;2027-08-28;Vente par flacon — import catalogue
MED-0484;Artéméther 50mg (ref 484);Dermatologie;comprime_plaquette;1664;2632;26320;0;10;59;0;17;2028-02-07;Vente par comprimé ou plaquette — import catalogue
MED-0485;Fluconazole 400mg (ref 485);Antihypertenseurs;comprime_plaquette;1868;3154;23965;0;8;365;0;30;2028-01-09;Vente par comprimé ou plaquette — import catalogue
MED-0486;Vitamine C 875mg (ref 486);Antidiabétiques;comprime_plaquette;1494;2113;63390;0;30;253;0;9;2028-01-06;Vente par comprimé ou plaquette — import catalogue
MED-0487;Albendazole 200mg (ref 487);Antiseptiques;comprime_plaquette;1902;3482;104460;0;30;639;0;25;2027-06-04;Vente par comprimé ou plaquette — import catalogue
MED-0488;Doxycycline 200mg (ref 488);Sirops;comprime_plaquette;1987;3474;34740;0;10;548;0;16;2027-05-01;Vente par comprimé ou plaquette — import catalogue
MED-0489;Losartan 100mg (ref 489);Gastro;comprime_plaquette;910;1374;10992;0;8;556;0;23;2027-04-03;Vente par comprimé ou plaquette — import catalogue
MED-0490;Sirop toux 100ml #490;Sirops;flacon;1589;0;0;8323;0;30;0;6;2027-11-15;Vente par flacon — import catalogue
MED-0491;Amoxicilline 200mg (ref 491);Pédiatrie;comprime_plaquette;1042;1576;12429;0;8;537;0;17;2028-12-14;Vente par comprimé ou plaquette — import catalogue
MED-0492;Metronidazole 250mg (ref 492);Gynécologie;comprime_plaquette;969;1625;16250;0;10;505;0;23;2028-09-19;Vente par comprimé ou plaquette — import catalogue
MED-0493;Fer 1000mg (ref 493);Antihistaminiques;comprime_plaquette;781;1159;11590;0;10;311;0;5;2028-04-03;Vente par comprimé ou plaquette — import catalogue
MED-0494;Amoxicilline 100mg (ref 494);Cardiologie;comprime_plaquette;1670;2443;68724;0;30;250;0;26;2027-10-02;Vente par comprimé ou plaquette — import catalogue
MED-0495;Artéméther 50mg (ref 495);Antibiotiques;comprime_plaquette;129;182;3640;0;20;718;0;5;2028-07-02;Vente par comprimé ou plaquette — import catalogue
MED-0496;Ciprofloxacine 100mg (ref 496);Antalgiques;comprime_plaquette;1529;3380;66545;0;20;332;0;27;2028-12-22;Vente par comprimé ou plaquette — import catalogue
MED-0497;Sirop antipaludéen 120ml #497;Antipaludéens;flacon;2535;0;0;4584;0;49;0;19;2027-11-18;Vente par flacon — import catalogue
MED-0498;Doxycycline 200mg (ref 498);Antipaludéens;comprime_plaquette;1741;2873;34476;0;12;618;0;8;2027-03-12;Vente par comprimé ou plaquette — import catalogue
MED-0499;Losartan 1000mg (ref 499);Dermatologie;comprime_plaquette;1727;2751;53630;0;20;513;0;7;2028-02-12;Vente par comprimé ou plaquette — import catalogue
MED-0500;Artéméther 1000mg (ref 500);Antihypertenseurs;comprime_plaquette;651;1234;37020;0;30;687;0;14;2027-09-13;Vente par comprimé ou plaquette — import catalogue
MED-0501;Ciprofloxacine 10mg (ref 501);Antidiabétiques;comprime_plaquette;780;1084;32520;0;30;634;0;17;2029-01-09;Vente par comprimé ou plaquette — import catalogue
MED-0502;Vitamine B 100mg (ref 502);Antiseptiques;comprime_plaquette;131;204;4896;0;24;285;0;18;2028-04-22;Vente par comprimé ou plaquette — import catalogue
MED-0503;Acide folique 250mg (ref 503);Sirops;comprime_plaquette;2245;3000;60000;0;20;371;0;28;2027-10-18;Vente par comprimé ou plaquette — import catalogue
MED-0504;Sirop vitamine 15ml #504;Vitamines;flacon;3414;0;0;7929;0;65;0;26;2028-03-06;Vente par flacon — import catalogue
